field_1,field_2,field_3,field_4,dtime
309.05189,80.7725,35.3112,"3",11/5/1988 01:14:43 (W. Europe Standard Time)
309.05964,80.7735,35.3058,"2",11/5/1988 01:25:52 (W. Europe Standard Time)
309.06022,80.7728,35.3068,"3",11/5/1988 01:26:43 (W. Europe Standard Time)
309.07909,80.7727,35.3055,"2",11/5/1988 01:53:53 (W. Europe Standard Time)
309.08104,80.7723,35.3063,"3",11/5/1988 01:56:41 (W. Europe Standard Time)
309.11521,80.7723,35.3122,"2",11/5/1988 02:45:54 (W. Europe Standard Time)
309.13465,80.7727,35.3048,"2",11/5/1988 03:13:53 (W. Europe Standard Time)
309.1373,80.7725,35.302,"3",11/5/1988 03:17:42 (W. Europe Standard Time)
309.1541,80.773,35.3038,"2",11/5/1988 03:41:54 (W. Europe Standard Time)
309.15604,80.7728,35.3037,"3",11/5/1988 03:44:41 (W. Europe Standard Time)
309.17078,80.7732,35.3107,"2",11/5/1988 04:05:55 (W. Europe Standard Time)
309.17272,80.773,35.3133,"3",11/5/1988 04:08:43 (W. Europe Standard Time)
309.193,80.7728,35.3067,"2",11/5/1988 04:37:55 (W. Europe Standard Time)
309.19355,80.7723,35.3083,"3",11/5/1988 04:38:42 (W. Europe Standard Time)
309.21229,80.7727,35.3037,"3",11/5/1988 05:05:41 (W. Europe Standard Time)
309.21244,80.773,35.3022,"2",11/5/1988 05:05:54 (W. Europe Standard Time)
309.22355,80.7725,35.3057,"2",11/5/1988 05:21:54 (W. Europe Standard Time)
309.22689,80.7723,35.3052,"3",11/5/1988 05:26:43 (W. Europe Standard Time)
309.24772,80.7732,35.3083,"3",11/5/1988 05:56:43 (W. Europe Standard Time)
309.24856,80.7735,35.308,"2",11/5/1988 05:57:55 (W. Europe Standard Time)
309.28743,80.773,35.3005,"2",11/5/1988 06:53:53 (W. Europe Standard Time)
309.29094,80.7728,35.299,"3",11/5/1988 06:58:57 (W. Europe Standard Time)
309.2911,80.7727,35.304,"0",11/5/1988 06:59:11 (W. Europe Standard Time)
309.29988,80.7727,35.3035,"3",11/5/1988 07:11:49 (W. Europe Standard Time)
309.30132,80.7727,35.3037,"2",11/5/1988 07:13:54 (W. Europe Standard Time)
309.32633,80.7727,35.3067,"2",11/5/1988 07:49:54 (W. Europe Standard Time)
309.32906,80.7725,35.3063,"3",11/5/1988 07:53:50 (W. Europe Standard Time)
309.33374,80.7722,35.305,"0",11/5/1988 08:00:35 (W. Europe Standard Time)
309.34299,80.7722,35.305,"2",11/5/1988 08:13:54 (W. Europe Standard Time)
309.34365,80.7727,35.3078,"3",11/5/1988 08:14:51 (W. Europe Standard Time)
309.36448,80.7728,35.3097,"3",11/5/1988 08:44:51 (W. Europe Standard Time)
309.36521,80.7725,35.3103,"2",11/5/1988 08:45:54 (W. Europe Standard Time)
309.3791,80.7723,35.312,"2",11/5/1988 09:05:54 (W. Europe Standard Time)
309.40132,80.7725,35.3093,"2",11/5/1988 09:37:54 (W. Europe Standard Time)
309.40406,80.7722,35.3085,"3",11/5/1988 09:41:50 (W. Europe Standard Time)
309.41521,80.7728,35.307,"2",11/5/1988 09:57:54 (W. Europe Standard Time)
309.41656,80.7727,35.3078,"3",11/5/1988 09:59:50 (W. Europe Standard Time)
309.4791,80.7723,35.3038,"2",11/5/1988 11:29:54 (W. Europe Standard Time)
309.48115,80.7725,35.3055,"3",11/5/1988 11:32:51 (W. Europe Standard Time)
309.49021,80.7725,35.3092,"2",11/5/1988 11:45:54 (W. Europe Standard Time)
309.52632,80.7725,35.3123,"2",11/5/1988 12:37:54 (W. Europe Standard Time)
309.56448,80.7723,35.3107,"3",11/5/1988 13:32:51 (W. Europe Standard Time)
309.57354,80.772,35.3148,"2",11/5/1988 13:45:53 (W. Europe Standard Time)
309.57488,80.7728,35.3167,"3",11/5/1988 13:47:49 (W. Europe Standard Time)
309.5902,80.7728,35.3095,"2",11/5/1988 14:09:53 (W. Europe Standard Time)
309.59363,80.7723,35.3067,"3",11/5/1988 14:14:49 (W. Europe Standard Time)
309.60131,80.7715,35.3107,"2",11/5/1988 14:25:53 (W. Europe Standard Time)
309.64781,80.7718,35.3112,"3",11/5/1988 15:32:50 (W. Europe Standard Time)
309.64853,80.7722,35.3103,"2",11/5/1988 15:33:52 (W. Europe Standard Time)
309.6652,80.7705,35.3113,"2",11/5/1988 15:57:53 (W. Europe Standard Time)
309.70374,80.772,35.3065,"2",11/5/1988 16:53:23 (W. Europe Standard Time)
309.70615,80.7715,35.3093,"3",11/5/1988 16:56:51 (W. Europe Standard Time)
309.72318,80.772,35.3088,"2",11/5/1988 17:21:22 (W. Europe Standard Time)
309.72697,80.7712,35.3085,"3",11/5/1988 17:26:50 (W. Europe Standard Time)
309.74922,80.772,35.3085,"2",11/5/1988 17:58:52 (W. Europe Standard Time)
309.77906,80.7722,35.3018,"3",11/5/1988 18:41:50 (W. Europe Standard Time)
309.77978,80.7725,35.3023,"2",11/5/1988 18:42:52 (W. Europe Standard Time)
309.79645,80.772,35.2973,"2",11/5/1988 19:06:53 (W. Europe Standard Time)
309.79988,80.7717,35.2968,"3",11/5/1988 19:11:49 (W. Europe Standard Time)
309.85478,80.771,35.3037,"2",11/5/1988 20:30:52 (W. Europe Standard Time)
309.85823,80.771,35.3008,"3",11/5/1988 20:35:51 (W. Europe Standard Time)
309.87145,80.7703,35.2848,"2",11/5/1988 20:54:53 (W. Europe Standard Time)
309.87281,80.7703,35.286,"3",11/5/1988 20:56:50 (W. Europe Standard Time)
309.96589,80.771,35.3115,"2",11/5/1988 23:10:52 (W. Europe Standard Time)
309.97073,80.771,35.31,"3",11/5/1988 23:17:51 (W. Europe Standard Time)
309.99306,80.7708,35.2998,"0",11/5/1988 23:50:00 (W. Europe Standard Time)
309.9999,80.7713,35.302,"3",11/5/1988 23:59:51 (W. Europe Standard Time)
310.00166,80.771,35.3002,"2",11/6/1988 00:02:23 (W. Europe Standard Time)
310.01626,80.7708,35.3172,"0",11/6/1988 00:23:24 (W. Europe Standard Time)
310.04332,80.7717,35.308,"2",11/6/1988 01:02:22 (W. Europe Standard Time)
310.0656,80.7708,35.3035,"0",11/6/1988 01:34:27 (W. Europe Standard Time)
310.07281,80.7703,35.3012,"3",11/6/1988 01:44:50 (W. Europe Standard Time)
310.07321,80.7707,35.279,"0",11/6/1988 01:45:25 (W. Europe Standard Time)
310.07388,80.7708,35.3037,"2",11/6/1988 01:46:23 (W. Europe Standard Time)
310.09781,80.7705,35.3113,"3",11/6/1988 02:20:50 (W. Europe Standard Time)
310.09888,80.7705,35.3097,"2",11/6/1988 02:22:23 (W. Europe Standard Time)
310.1125,80.7707,35.3025,"0",11/6/1988 02:42:00 (W. Europe Standard Time)
310.1211,80.7707,35.3023,"2",11/6/1988 02:54:23 (W. Europe Standard Time)
310.14894,80.7712,35.3148,"0",11/6/1988 03:34:28 (W. Europe Standard Time)
310.15615,80.771,35.3157,"3",11/6/1988 03:44:51 (W. Europe Standard Time)
310.15721,80.7712,35.3158,"2",11/6/1988 03:46:22 (W. Europe Standard Time)
310.16904,80.77,35.3023,"0",11/6/1988 04:03:25 (W. Europe Standard Time)
310.1749,80.7695,35.3033,"3",11/6/1988 04:11:51 (W. Europe Standard Time)
310.17666,80.77,35.302,"2",11/6/1988 04:14:23 (W. Europe Standard Time)
310.19573,80.7703,35.2943,"3",11/6/1988 04:41:51 (W. Europe Standard Time)
310.1961,80.7703,35.2938,"2",11/6/1988 04:42:23 (W. Europe Standard Time)
310.23115,80.7715,35.2983,"3",11/6/1988 05:32:51 (W. Europe Standard Time)
310.23221,80.7715,35.2977,"2",11/6/1988 05:34:22 (W. Europe Standard Time)
310.25166,80.7708,35.2835,"2",11/6/1988 06:02:23 (W. Europe Standard Time)
310.25615,80.7708,35.2863,"3",11/6/1988 06:08:51 (W. Europe Standard Time)
310.26528,80.7712,35.2792,"0",11/6/1988 06:22:00 (W. Europe Standard Time)
310.27344,80.7712,35.2785,"3",11/6/1988 06:33:45 (W. Europe Standard Time)
310.27388,80.7712,35.2773,"2",11/6/1988 06:34:23 (W. Europe Standard Time)
310.29219,80.7722,35.2895,"3",11/6/1988 07:00:45 (W. Europe Standard Time)
310.29332,80.7723,35.2887,"2",11/6/1988 07:02:22 (W. Europe Standard Time)
310.30171,80.7727,35.2852,"0",11/6/1988 07:14:27 (W. Europe Standard Time)
310.30885,80.7727,35.2855,"3",11/6/1988 07:24:44 (W. Europe Standard Time)
310.30999,80.7728,35.2845,"2",11/6/1988 07:26:23 (W. Europe Standard Time)
310.32943,80.7718,35.2698,"2",11/6/1988 07:54:22 (W. Europe Standard Time)
310.33387,80.7717,35.2718,"3",11/6/1988 08:00:46 (W. Europe Standard Time)
310.3594,80.7723,35.2783,"0",11/6/1988 08:37:32 (W. Europe Standard Time)
310.36719,80.7725,35.278,"3",11/6/1988 08:48:45 (W. Europe Standard Time)
310.36832,80.7725,35.278,"2",11/6/1988 08:50:22 (W. Europe Standard Time)
310.38499,80.7722,35.2845,"2",11/6/1988 09:14:23 (W. Europe Standard Time)
310.38802,80.7722,35.2783,"3",11/6/1988 09:18:44 (W. Europe Standard Time)
310.42344,80.7712,35.2837,"3",11/6/1988 10:09:45 (W. Europe Standard Time)
310.4401,80.7717,35.2763,"3",11/6/1988 10:33:44 (W. Europe Standard Time)
310.44054,80.772,35.2755,"2",11/6/1988 10:34:22 (W. Europe Standard Time)
310.45483,80.771,35.2763,"0",11/6/1988 10:54:57 (W. Europe Standard Time)
310.46094,80.771,35.2758,"3",11/6/1988 11:03:45 (W. Europe Standard Time)
310.46277,80.771,35.2758,"2",11/6/1988 11:06:23 (W. Europe Standard Time)
310.4875,80.7697,35.28,"0",11/6/1988 11:42:00 (W. Europe Standard Time)
310.49427,80.7695,35.2777,"3",11/6/1988 11:51:44 (W. Europe Standard Time)
310.4961,80.7693,35.28,"2",11/6/1988 11:54:23 (W. Europe Standard Time)
310.5151,80.769,35.275,"3",11/6/1988 12:21:44 (W. Europe Standard Time)
310.51554,80.7693,35.2767,"2",11/6/1988 12:22:22 (W. Europe Standard Time)
310.53777,80.7685,35.264,"2",11/6/1988 12:54:23 (W. Europe Standard Time)
310.54219,80.7683,35.2605,"3",11/6/1988 13:00:45 (W. Europe Standard Time)
310.56832,80.7675,35.2732,"2",11/6/1988 13:38:22 (W. Europe Standard Time)
310.56928,80.7677,35.2725,"3",11/6/1988 13:39:45 (W. Europe Standard Time)
310.5817,80.7678,35.2708,"0",11/6/1988 13:57:38 (W. Europe Standard Time)
310.58802,80.7672,35.2662,"3",11/6/1988 14:06:44 (W. Europe Standard Time)
310.59054,80.7677,35.2707,"2",11/6/1988 14:10:22 (W. Europe Standard Time)
310.68227,80.766,35.2652,"0",11/6/1988 16:22:28 (W. Europe Standard Time)
310.6901,80.7657,35.269,"3",11/6/1988 16:33:44 (W. Europe Standard Time)
310.69054,80.766,35.2648,"2",11/6/1988 16:34:22 (W. Europe Standard Time)
310.70721,80.7662,35.2568,"2",11/6/1988 16:58:22 (W. Europe Standard Time)
310.73385,80.768,35.2547,"3",11/6/1988 17:36:44 (W. Europe Standard Time)
310.73499,80.7685,35.2487,"2",11/6/1988 17:38:23 (W. Europe Standard Time)
310.75727,80.7687,35.2453,"0",11/6/1988 18:10:28 (W. Europe Standard Time)
310.76554,80.7688,35.244,"2",11/6/1988 18:22:22 (W. Europe Standard Time)
310.7672,80.7683,35.2463,"3",11/6/1988 18:24:46 (W. Europe Standard Time)
310.77051,80.769,35.2487,"0",11/6/1988 18:29:32 (W. Europe Standard Time)
310.78178,80.7688,35.2498,"3",11/6/1988 18:45:45 (W. Europe Standard Time)
310.80074,80.7708,35.2388,"0",11/6/1988 19:13:03 (W. Europe Standard Time)
310.80887,80.7705,35.2402,"3",11/6/1988 19:24:46 (W. Europe Standard Time)
310.80999,80.7712,35.2375,"2",11/6/1988 19:26:23 (W. Europe Standard Time)
310.83227,80.772,35.2353,"0",11/6/1988 19:58:28 (W. Europe Standard Time)
310.83802,80.7713,35.2353,"3",11/6/1988 20:06:44 (W. Europe Standard Time)
310.8402,80.7722,35.2343,"2",11/6/1988 20:09:53 (W. Europe Standard Time)
310.8547,80.7728,35.238,"3",11/6/1988 20:30:46 (W. Europe Standard Time)
310.85688,80.772,35.2343,"2",11/6/1988 20:33:54 (W. Europe Standard Time)
310.8651,80.7725,35.2377,"3",11/6/1988 20:45:44 (W. Europe Standard Time)
310.86797,80.7727,35.2387,"2",11/6/1988 20:49:52 (W. Europe Standard Time)
310.88187,80.7728,35.2312,"2",11/6/1988 21:09:53 (W. Europe Standard Time)
310.9151,80.7717,35.2355,"3",11/6/1988 21:57:44 (W. Europe Standard Time)
310.9152,80.7725,35.237,"2",11/6/1988 21:57:53 (W. Europe Standard Time)
310.91749,80.7728,35.2398,"0",11/6/1988 22:01:11 (W. Europe Standard Time)
310.92553,80.7725,35.2402,"3",11/6/1988 22:12:45 (W. Europe Standard Time)
310.92631,80.773,35.24,"2",11/6/1988 22:13:53 (W. Europe Standard Time)
310.9402,80.7728,35.244,"2",11/6/1988 22:33:53 (W. Europe Standard Time)
310.94428,80.7728,35.2427,"3",11/6/1988 22:39:45 (W. Europe Standard Time)
310.95262,80.7725,35.2442,"3",11/6/1988 22:51:46 (W. Europe Standard Time)
310.98802,80.7717,35.2433,"3",11/6/1988 23:42:44 (W. Europe Standard Time)
310.99021,80.772,35.2453,"2",11/6/1988 23:45:54 (W. Europe Standard Time)
310.99853,80.7727,35.2533,"2",11/6/1988 23:57:52 (W. Europe Standard Time)
311.0026,80.7723,35.2507,"3",11/7/1988 00:03:44 (W. Europe Standard Time)
311.01719,80.7713,35.249,"3",11/7/1988 00:24:45 (W. Europe Standard Time)
311.01797,80.7723,35.2448,"2",11/7/1988 00:25:52 (W. Europe Standard Time)
311.07355,80.7702,35.2577,"2",11/7/1988 01:45:54 (W. Europe Standard Time)
311.0777,80.7702,35.255,"3",11/7/1988 01:51:53 (W. Europe Standard Time)
311.08186,80.7692,35.2577,"3",11/7/1988 01:57:52 (W. Europe Standard Time)
311.09299,80.77,35.2562,"2",11/7/1988 02:13:54 (W. Europe Standard Time)
311.09645,80.77,35.2548,"3",11/7/1988 02:18:53 (W. Europe Standard Time)
311.1041,80.7693,35.2493,"2",11/7/1988 02:29:54 (W. Europe Standard Time)
311.10894,80.7693,35.2503,"3",11/7/1988 02:36:52 (W. Europe Standard Time)
311.15478,80.7687,35.2437,"3",11/7/1988 03:42:52 (W. Europe Standard Time)
311.15965,80.7683,35.2485,"2",11/7/1988 03:49:53 (W. Europe Standard Time)
311.16311,80.7683,35.2482,"3",11/7/1988 03:54:52 (W. Europe Standard Time)
311.17909,80.77,35.2462,"2",11/7/1988 04:17:53 (W. Europe Standard Time)
311.2152,80.771,35.246,"2",11/7/1988 05:09:53 (W. Europe Standard Time)
311.22145,80.7708,35.2472,"3",11/7/1988 05:18:53 (W. Europe Standard Time)
311.23742,80.7728,35.2357,"2",11/7/1988 05:41:53 (W. Europe Standard Time)
311.24019,80.7723,35.2372,"3",11/7/1988 05:45:52 (W. Europe Standard Time)
311.25686,80.7758,35.2398,"2",11/7/1988 06:09:52 (W. Europe Standard Time)
311.26311,80.7755,35.2423,"3",11/7/1988 06:18:52 (W. Europe Standard Time)
311.29297,80.7802,35.2372,"2",11/7/1988 07:01:52 (W. Europe Standard Time)
311.29645,80.7792,35.2385,"3",11/7/1988 07:06:53 (W. Europe Standard Time)
311.31242,80.7823,35.2282,"2",11/7/1988 07:29:53 (W. Europe Standard Time)
311.3152,80.7822,35.2312,"3",11/7/1988 07:33:53 (W. Europe Standard Time)
311.32631,80.7845,35.2303,"2",11/7/1988 07:49:53 (W. Europe Standard Time)
311.32978,80.7838,35.2353,"3",11/7/1988 07:54:52 (W. Europe Standard Time)
311.39021,80.7922,35.2453,"2",11/7/1988 09:21:54 (W. Europe Standard Time)
311.39436,80.7918,35.251,"3",11/7/1988 09:27:52 (W. Europe Standard Time)
311.40686,80.7937,35.2783,"2",11/7/1988 09:45:52 (W. Europe Standard Time)
311.41103,80.7938,35.2625,"3",11/7/1988 09:51:52 (W. Europe Standard Time)
311.47561,80.7973,35.2858,"3",11/7/1988 11:24:52 (W. Europe Standard Time)
311.48464,80.797,35.2937,"2",11/7/1988 11:37:52 (W. Europe Standard Time)
311.4881,80.7975,35.2853,"3",11/7/1988 11:42:51 (W. Europe Standard Time)
311.55061,80.7982,35.3003,"3",11/7/1988 13:12:52 (W. Europe Standard Time)
311.56103,80.7978,35.3047,"3",11/7/1988 13:27:52 (W. Europe Standard Time)
311.59853,80.7975,35.3013,"3",11/7/1988 14:21:52 (W. Europe Standard Time)
311.61728,80.7972,35.3058,"3",11/7/1988 14:48:52 (W. Europe Standard Time)
311.62353,80.7965,35.3078,"3",11/7/1988 14:57:52 (W. Europe Standard Time)
311.63187,80.7958,35.3073,"2",11/7/1988 15:09:53 (W. Europe Standard Time)
311.63603,80.7958,35.3062,"3",11/7/1988 15:15:52 (W. Europe Standard Time)
311.68986,80.7995,35.3,"2",11/7/1988 16:33:23 (W. Europe Standard Time)
311.70653,80.8,35.2868,"2",11/7/1988 16:57:24 (W. Europe Standard Time)
311.7131,80.7992,35.2853,"3",11/7/1988 17:06:51 (W. Europe Standard Time)
311.74819,80.8078,35.2808,"2",11/7/1988 17:57:23 (W. Europe Standard Time)
311.75269,80.8068,35.2828,"3",11/7/1988 18:03:52 (W. Europe Standard Time)
311.76486,80.809,35.2813,"2",11/7/1988 18:21:23 (W. Europe Standard Time)
311.76936,80.8075,35.28,"3",11/7/1988 18:27:52 (W. Europe Standard Time)
311.78153,80.8108,35.2697,"2",11/7/1988 18:45:24 (W. Europe Standard Time)
311.78603,80.8093,35.2573,"3",11/7/1988 18:51:52 (W. Europe Standard Time)
311.81764,80.8198,35.2835,"2",11/7/1988 19:37:24 (W. Europe Standard Time)
311.81935,80.8185,35.2778,"3",11/7/1988 19:39:51 (W. Europe Standard Time)
311.84819,80.8223,35.2765,"2",11/7/1988 20:21:23 (W. Europe Standard Time)
311.85061,80.8198,35.2613,"3",11/7/1988 20:24:52 (W. Europe Standard Time)
311.88986,80.832,35.3147,"2",11/7/1988 21:21:23 (W. Europe Standard Time)
311.89645,80.8308,35.3095,"3",11/7/1988 21:30:53 (W. Europe Standard Time)
311.90653,80.8323,35.3207,"2",11/7/1988 21:45:24 (W. Europe Standard Time)
311.90894,80.8317,35.3152,"3",11/7/1988 21:48:52 (W. Europe Standard Time)
311.93431,80.8377,35.3278,"2",11/7/1988 22:25:24 (W. Europe Standard Time)
311.93811,80.8353,35.3408,"3",11/7/1988 22:30:52 (W. Europe Standard Time)
311.96486,80.84,35.3425,"2",11/7/1988 23:09:23 (W. Europe Standard Time)
311.96936,80.8383,35.3395,"3",11/7/1988 23:15:52 (W. Europe Standard Time)
311.97875,80.8405,35.3552,"2",11/7/1988 23:29:24 (W. Europe Standard Time)
311.98395,80.84,35.347,"3",11/7/1988 23:36:53 (W. Europe Standard Time)
311.99819,80.8437,35.358,"2",11/7/1988 23:57:23 (W. Europe Standard Time)
312.00931,80.844,35.3652,"2",11/8/1988 00:13:24 (W. Europe Standard Time)
312.0152,80.8422,35.3695,"3",11/8/1988 00:21:53 (W. Europe Standard Time)
312.03708,80.8452,35.3702,"2",11/8/1988 00:53:23 (W. Europe Standard Time)
312.03811,80.8447,35.3668,"3",11/8/1988 00:54:52 (W. Europe Standard Time)
312.05097,80.8463,35.3795,"2",11/8/1988 01:13:23 (W. Europe Standard Time)
312.05478,80.8452,35.3733,"3",11/8/1988 01:18:52 (W. Europe Standard Time)
312.06764,80.8475,35.3883,"2",11/8/1988 01:37:24 (W. Europe Standard Time)
312.07144,80.8458,35.395,"3",11/8/1988 01:42:52 (W. Europe Standard Time)
312.08708,80.8487,35.386,"2",11/8/1988 02:05:23 (W. Europe Standard Time)
312.0902,80.8473,35.3888,"3",11/8/1988 02:09:53 (W. Europe Standard Time)
312.10931,80.851,35.3947,"2",11/8/1988 02:37:24 (W. Europe Standard Time)
312.1152,80.8498,35.3833,"3",11/8/1988 02:45:53 (W. Europe Standard Time)
312.13811,80.8527,35.3968,"3",11/8/1988 03:18:52 (W. Europe Standard Time)
312.14264,80.8528,35.3972,"2",11/8/1988 03:25:24 (W. Europe Standard Time)
312.16486,80.8562,35.4017,"2",11/8/1988 03:57:23 (W. Europe Standard Time)
312.16728,80.8552,35.4,"3",11/8/1988 04:00:52 (W. Europe Standard Time)
312.21311,80.8623,35.4128,"3",11/8/1988 05:06:52 (W. Europe Standard Time)
312.22042,80.864,35.4068,"2",11/8/1988 05:17:24 (W. Europe Standard Time)
312.22145,80.8627,35.4075,"3",11/8/1988 05:18:53 (W. Europe Standard Time)
312.23986,80.8678,35.409,"2",11/8/1988 05:45:23 (W. Europe Standard Time)
312.24645,80.8673,35.413,"3",11/8/1988 05:54:53 (W. Europe Standard Time)
312.25931,80.8717,35.421,"2",11/8/1988 06:13:24 (W. Europe Standard Time)
312.26103,80.8693,35.4372,"3",11/8/1988 06:15:52 (W. Europe Standard Time)
312.27597,80.8747,35.4142,"2",11/8/1988 06:37:23 (W. Europe Standard Time)
312.28186,80.8725,35.4177,"3",11/8/1988 06:45:52 (W. Europe Standard Time)
312.29542,80.8785,35.4118,"2",11/8/1988 07:05:24 (W. Europe Standard Time)
312.3027,80.8785,35.4107,"3",11/8/1988 07:15:53 (W. Europe Standard Time)
312.33432,80.8872,35.4277,"2",11/8/1988 08:01:25 (W. Europe Standard Time)
312.33603,80.8847,35.433,"3",11/8/1988 08:03:52 (W. Europe Standard Time)
312.34645,80.8875,35.4315,"3",11/8/1988 08:18:53 (W. Europe Standard Time)
312.35376,80.8922,35.4272,"2",11/8/1988 08:29:24 (W. Europe Standard Time)
312.35478,80.8902,35.4282,"3",11/8/1988 08:30:52 (W. Europe Standard Time)
312.37322,80.8963,35.4217,"2",11/8/1988 08:57:26 (W. Europe Standard Time)
312.37769,80.8958,35.4318,"3",11/8/1988 09:03:52 (W. Europe Standard Time)
312.40933,80.9033,35.4473,"2",11/8/1988 09:49:26 (W. Europe Standard Time)
312.41103,80.901,35.4493,"3",11/8/1988 09:51:52 (W. Europe Standard Time)
312.41936,80.9035,35.4487,"3",11/8/1988 10:03:52 (W. Europe Standard Time)
312.43155,80.908,35.4508,"2",11/8/1988 10:21:25 (W. Europe Standard Time)
312.43186,80.9063,35.4552,"3",11/8/1988 10:21:52 (W. Europe Standard Time)
312.46733,80.9128,35.4818,"2",11/8/1988 11:12:57 (W. Europe Standard Time)
312.47352,80.913,35.4668,"3",11/8/1988 11:21:52 (W. Europe Standard Time)
312.48399,80.9157,35.4818,"2",11/8/1988 11:36:56 (W. Europe Standard Time)
312.48602,80.9147,35.4753,"3",11/8/1988 11:39:52 (W. Europe Standard Time)
312.49644,80.9157,35.4848,"3",11/8/1988 11:54:52 (W. Europe Standard Time)
312.50623,80.9187,35.4837,"2",11/8/1988 12:08:58 (W. Europe Standard Time)
312.50894,80.9183,35.487,"3",11/8/1988 12:12:52 (W. Europe Standard Time)
312.54234,80.9223,35.5068,"2",11/8/1988 13:00:58 (W. Europe Standard Time)
312.54853,80.9223,35.4995,"3",11/8/1988 13:09:52 (W. Europe Standard Time)
312.559,80.924,35.5057,"2",11/8/1988 13:24:57 (W. Europe Standard Time)
312.56103,80.9235,35.5065,"3",11/8/1988 13:27:52 (W. Europe Standard Time)
312.61735,80.9302,35.527,"2",11/8/1988 14:48:59 (W. Europe Standard Time)
312.62145,80.9297,35.5233,"3",11/8/1988 14:54:53 (W. Europe Standard Time)
312.63402,80.9332,35.5197,"2",11/8/1988 15:12:59 (W. Europe Standard Time)
312.63603,80.9328,35.525,"3",11/8/1988 15:15:52 (W. Europe Standard Time)
312.63992,80.9338,35.521,"2",11/8/1988 15:21:29 (W. Europe Standard Time)
312.69304,80.9405,35.5247,"2",11/8/1988 16:37:58 (W. Europe Standard Time)
312.69645,80.9388,35.5198,"3",11/8/1988 16:42:53 (W. Europe Standard Time)
312.75103,80.9507,35.516,"2",11/8/1988 18:01:28 (W. Europe Standard Time)
312.76771,80.9517,35.5018,"2",11/8/1988 18:25:30 (W. Europe Standard Time)
312.77353,80.9495,35.4878,"3",11/8/1988 18:33:52 (W. Europe Standard Time)
312.7816,80.9587,35.5075,"2",11/8/1988 18:45:30 (W. Europe Standard Time)
312.85659,80.9738,35.5063,"2",11/8/1988 20:33:29 (W. Europe Standard Time)
312.9177,80.983,35.5128,"2",11/8/1988 22:01:29 (W. Europe Standard Time)
312.92198,80.983,35.5142,"0",11/8/1988 22:07:39 (W. Europe Standard Time)
312.92352,80.9805,35.5323,"3",11/8/1988 22:09:52 (W. Europe Standard Time)
312.97047,80.9887,35.5232,"2",11/8/1988 23:17:28 (W. Europe Standard Time)
312.97561,80.9875,35.5335,"3",11/8/1988 23:24:52 (W. Europe Standard Time)
312.99547,80.9907,35.5262,"2",11/8/1988 23:53:28 (W. Europe Standard Time)
313.04826,80.993,35.5303,"2",11/9/1988 01:09:29 (W. Europe Standard Time)
313.04853,80.9917,35.5353,"3",11/9/1988 01:09:52 (W. Europe Standard Time)
313.07049,80.9938,35.5347,"2",11/9/1988 01:41:30 (W. Europe Standard Time)
313.0756,80.9927,35.535,"3",11/9/1988 01:48:51 (W. Europe Standard Time)
313.10382,80.9948,35.5347,"2",11/9/1988 02:29:30 (W. Europe Standard Time)
313.12328,80.9955,35.5297,"2",11/9/1988 02:57:31 (W. Europe Standard Time)
313.1256,80.9948,35.5303,"3",11/9/1988 03:00:51 (W. Europe Standard Time)
313.14828,80.9963,35.5225,"2",11/9/1988 03:33:31 (W. Europe Standard Time)
313.1527,80.996,35.5247,"3",11/9/1988 03:39:53 (W. Europe Standard Time)
313.17883,80.998,35.5147,"2",11/9/1988 04:17:30 (W. Europe Standard Time)
313.18186,80.9978,35.5177,"3",11/9/1988 04:21:52 (W. Europe Standard Time)
313.19828,80.9983,35.511,"2",11/9/1988 04:45:31 (W. Europe Standard Time)
313.20269,80.9983,35.5133,"3",11/9/1988 04:51:52 (W. Europe Standard Time)
313.25939,81.0045,35.4815,"2",11/9/1988 06:13:31 (W. Europe Standard Time)
313.26103,81.0038,35.4847,"3",11/9/1988 06:15:52 (W. Europe Standard Time)
313.27605,81.0053,35.4775,"2",11/9/1988 06:37:30 (W. Europe Standard Time)
313.2777,81.0052,35.4838,"3",11/9/1988 06:39:53 (W. Europe Standard Time)
313.2955,81.0077,35.4745,"2",11/9/1988 07:05:31 (W. Europe Standard Time)
313.29852,81.0067,35.4722,"3",11/9/1988 07:09:52 (W. Europe Standard Time)
313.32883,81.0103,35.471,"2",11/9/1988 07:53:30 (W. Europe Standard Time)
313.32978,81.01,35.4683,"3",11/9/1988 07:54:52 (W. Europe Standard Time)
313.34227,81.0113,35.4617,"3",11/9/1988 08:12:52 (W. Europe Standard Time)
313.35105,81.013,35.443,"2",11/9/1988 08:25:30 (W. Europe Standard Time)
313.35477,81.0127,35.4545,"3",11/9/1988 08:30:52 (W. Europe Standard Time)
313.3705,81.014,35.4502,"2",11/9/1988 08:53:31 (W. Europe Standard Time)
313.37145,81.0137,35.4542,"3",11/9/1988 08:54:53 (W. Europe Standard Time)
313.40105,81.017,35.4557,"2",11/9/1988 09:37:30 (W. Europe Standard Time)
313.40478,81.0163,35.4562,"3",11/9/1988 09:42:52 (W. Europe Standard Time)
313.41494,81.0173,35.4535,"2",11/9/1988 09:57:30 (W. Europe Standard Time)
313.41728,81.017,35.4533,"3",11/9/1988 10:00:52 (W. Europe Standard Time)
313.44272,81.0178,35.4555,"2",11/9/1988 10:37:31 (W. Europe Standard Time)
313.44435,81.0182,35.4552,"3",11/9/1988 10:39:51 (W. Europe Standard Time)
